"","TPR","TDR","FPR","ACC","SHD","runtime"
"spc10_2_500_1_0.05.csv",0.75,0.9,0.0303030303030303,0.911111111111111,8,0.138
"spc10_2_500_2_0.05.csv",0.8,1,0,0.955555555555556,6,0.00600000000000001
"spc10_2_500_3_0.05.csv",0.875,0.875,0.027027027027027,0.955555555555556,2,0.00499999999999989
"spc10_2_500_4_0.05.csv",0.642857142857143,1,0,0.888888888888889,8,0.021
"spc10_2_500_5_0.05.csv",0.833333333333333,0.833333333333333,0.0256410256410256,0.955555555555556,2,0.00600000000000001
"spc10_2_500_6_0.05.csv",1,1,0,1,0,0.005
"spc10_2_500_7_0.05.csv",0.846153846153846,1,0,0.955555555555556,7,0.01
"spc10_2_500_8_0.05.csv",0.888888888888889,1,0,0.977777777777778,2,0.01
"spc10_2_500_9_0.05.csv",0.846153846153846,1,0,0.955555555555556,9,0.00900000000000001
"spc10_2_500_10_0.05.csv",0.9,0.9,0.0285714285714286,0.955555555555556,2,0.024
"spc10_2_500_11_0.05.csv",0.909090909090909,1,0,0.977777777777778,3,0.00800000000000001
"spc10_2_500_12_0.05.csv",0.9,0.9,0.0285714285714286,0.955555555555556,3,0.0079999999999999
"spc10_2_500_13_0.05.csv",0.909090909090909,0.833333333333333,0.0588235294117647,0.933333333333333,4,0.01
"spc10_2_500_14_0.05.csv",1,0.888888888888889,0.027027027027027,0.977777777777778,2,0.01
"spc10_2_500_15_0.05.csv",0.777777777777778,0.875,0.0277777777777778,0.933333333333333,4,0.00600000000000001
"spc10_2_500_16_0.05.csv",0.666666666666667,1,0,0.911111111111111,10,0.005
"spc10_2_500_17_0.05.csv",0.625,0.909090909090909,0.0344827586206897,0.844444444444444,12,0.013
"spc10_2_500_18_0.05.csv",0.769230769230769,0.909090909090909,0.03125,0.911111111111111,9,0.00700000000000001
"spc10_2_500_19_0.05.csv",1,1,0,1,4,0.012
"spc10_2_500_20_0.05.csv",0.888888888888889,1,0,0.977777777777778,2,0.00600000000000001
"spc10_2_500_21_0.05.csv",1,1,0,1,0,0.00600000000000001
"spc10_2_500_22_0.05.csv",0.875,1,0,0.977777777777778,3,0.005
"spc10_2_500_23_0.05.csv",0.714285714285714,1,0,0.911111111111111,9,0.0089999999999999
"spc10_2_500_24_0.05.csv",1,1,0,1,0,0.004
"spc10_2_500_25_0.05.csv",0.615384615384615,0.888888888888889,0.03125,0.866666666666667,8,0.00600000000000001
"spc10_2_500_26_0.05.csv",0.625,0.833333333333333,0.027027027027027,0.911111111111111,6,0.0130000000000001
"spc10_2_500_27_0.05.csv",1,1,0,1,0,0.004
"spc10_2_500_28_0.05.csv",1,1,0,1,1,0.00600000000000001
"spc10_2_500_29_0.05.csv",0.555555555555556,0.714285714285714,0.0555555555555556,0.866666666666667,8,0.00499999999999989
"spc10_2_500_30_0.05.csv",1,0.857142857142857,0.0256410256410256,0.977777777777778,1,0.00500000000000012
"spc10_2_500_1_0.01.csv",0.75,0.9,0.0303030303030303,0.911111111111111,8,0.0149999999999999
"spc10_2_500_2_0.01.csv",0.8,1,0,0.955555555555556,6,0.00500000000000012
"spc10_2_500_3_0.01.csv",0.875,1,0,0.977777777777778,1,0.01
"spc10_2_500_4_0.01.csv",0.714285714285714,1,0,0.911111111111111,5,0.0610000000000002
"spc10_2_500_5_0.01.csv",0.833333333333333,1,0,0.977777777777778,1,0.00300000000000011
"spc10_2_500_6_0.01.csv",1,1,0,1,1,0.004
"spc10_2_500_7_0.01.csv",0.769230769230769,1,0,0.933333333333333,7,0.00800000000000001
"spc10_2_500_8_0.01.csv",0.888888888888889,1,0,0.977777777777778,2,0.0069999999999999
"spc10_2_500_9_0.01.csv",0.846153846153846,1,0,0.955555555555556,9,0.01
"spc10_2_500_10_0.01.csv",0.9,1,0,0.977777777777778,1,0.01
"spc10_2_500_11_0.01.csv",0.727272727272727,1,0,0.933333333333333,6,0.00700000000000012
"spc10_2_500_12_0.01.csv",0.9,1,0,0.977777777777778,2,0.004
"spc10_2_500_13_0.01.csv",0.909090909090909,1,0,0.977777777777778,2,0.00800000000000001
"spc10_2_500_14_0.01.csv",1,1,0,1,0,0.00499999999999989
"spc10_2_500_15_0.01.csv",0.555555555555556,1,0,0.911111111111111,5,0.00500000000000012
"spc10_2_500_16_0.01.csv",0.583333333333333,1,0,0.888888888888889,11,0.00500000000000012
"spc10_2_500_17_0.01.csv",0.625,1,0,0.866666666666667,13,0.0089999999999999
"spc10_2_500_18_0.01.csv",0.769230769230769,1,0,0.933333333333333,8,0.00600000000000001
"spc10_2_500_19_0.01.csv",0.9,1,0,0.977777777777778,6,0.0110000000000001
"spc10_2_500_20_0.01.csv",0.888888888888889,1,0,0.977777777777778,2,0.00500000000000012
"spc10_2_500_21_0.01.csv",1,1,0,1,0,0.00299999999999989
"spc10_2_500_22_0.01.csv",0.875,1,0,0.977777777777778,3,0.00300000000000011
"spc10_2_500_23_0.01.csv",0.642857142857143,1,0,0.888888888888889,10,0.0069999999999999
"spc10_2_500_24_0.01.csv",1,1,0,1,0,0.004
"spc10_2_500_25_0.01.csv",0.615384615384615,0.888888888888889,0.03125,0.866666666666667,8,0.00700000000000012
"spc10_2_500_26_0.01.csv",0.625,0.833333333333333,0.027027027027027,0.911111111111111,5,0.00500000000000012
"spc10_2_500_27_0.01.csv",1,1,0,1,0,0.0069999999999999
"spc10_2_500_28_0.01.csv",1,1,0,1,1,0.00600000000000001
"spc10_2_500_29_0.01.csv",0.555555555555556,1,0,0.911111111111111,5,0.00500000000000012
"spc10_2_500_30_0.01.csv",1,1,0,1,0,0.00499999999999989
"spc10_2_500_1_0.005.csv",0.75,0.9,0.0303030303030303,0.911111111111111,8,0.0109999999999999
"spc10_2_500_2_0.005.csv",0.8,1,0,0.955555555555556,6,0.00600000000000001
"spc10_2_500_3_0.005.csv",0.875,1,0,0.977777777777778,1,0.004
"spc10_2_500_4_0.005.csv",0.714285714285714,1,0,0.911111111111111,5,0.02
"spc10_2_500_5_0.005.csv",0.833333333333333,1,0,0.977777777777778,1,0.004
"spc10_2_500_6_0.005.csv",1,1,0,1,1,0.00499999999999989
"spc10_2_500_7_0.005.csv",0.769230769230769,1,0,0.933333333333333,7,0.0089999999999999
